id,name,email,password,userType,department
stu134,Matthew Walsh,matthew.walsh@bilkent.edu.tr,1234,student,CS
stu135,Erin Gardner,erin.gardner@bilkent.edu.tr,1234,student,CS
stu136,Abigail Sanchez,abigail.sanchez@bilkent.edu.tr,1234,student,ME
stu137,Matthew Meyer,matthew.meyer@bilkent.edu.tr,1234,student,EE
stu138,Erin Ball,erin.ball@bilkent.edu.tr,1234,student,EE
stu139,Ryan Clark,ryan.clark@bilkent.edu.tr,1234,student,ME
stu140,Brett Lee,brett.lee@bilkent.edu.tr,1234,student,CS
stu141,Savannah Chapman,savannah.chapman@bilkent.edu.tr,1234,student,IE
stu142,Michael Phelps,michael.phelps@bilkent.edu.tr,1234,student,IE
stu143,Joshua Fritz,joshua.fritz@bilkent.edu.tr,1234,student,CS
stu144,Lewis Hamilton,lewis.hamilton@bilkent.edu.tr,1234,student,ME
stu145,Mark Waters,mark.waters@bilkent.edu.tr,1234,student,IE
stu146,Jeffery Smith,jeffery.smith@bilkent.edu.tr,1234,student,CS
stu147,Kim Chavez,kim.chavez@bilkent.edu.tr,1234,student,CS
stu148,William Collins,william.collins@bilkent.edu.tr,1234,student,EE
stu149,Bobby Romero,bobby.romero@bilkent.edu.tr,1234,student,CS
stu150,Russell Vargas,russell.vargas@bilkent.edu.tr,1234,student,CS
stu151,Jennifer Kim,jennifer.kim@bilkent.edu.tr,1234,student,EE
stu152,Tina Gilbert,tina.gilbert@bilkent.edu.tr,1234,student,EE
stu153,Ryan Stout,ryan.stout@bilkent.edu.tr,1234,student,CS
stu154,Cassandra Davis,cassandra.davis@bilkent.edu.tr,1234,student,ME
stu155,Andrea Sosa,andrea.sosa@bilkent.edu.tr,1234,student,EE
stu156,Bruno Fernandes,bruno.fernandes@bilkent.edu.tr,1234,student,IE
stu157,Marissa Manning,marissa.manning@bilkent.edu.tr,1234,student,EE
stu158,Katelyn Simpson,katelyn.simpson@bilkent.edu.tr,1234,student,ME
stu159,Michaela Rollins,michaela.rollins@bilkent.edu.tr,1234,student,IE
stu160,Karen Steele,karen.steele@bilkent.edu.tr,1234,student,ME
stu161,Angela Green,angela.green@bilkent.edu.tr,1234,student,EE
stu162,Diane Burke,diane.burke@bilkent.edu.tr,1234,student,IE
stu163,Casey Richardson,casey.richardson@bilkent.edu.tr,1234,student,EE
stu164,David Pham,david.pham@bilkent.edu.tr,1234,student,IE
stu165,Holly Smith,holly.smith@bilkent.edu.tr,1234,student,CS
stu166,Rodney Willis,rodney.willis@bilkent.edu.tr,1234,student,ME
stu167,Philip Strong,philip.strong@bilkent.edu.tr,1234,student,ME
stu168,Diana Russell,diana.russell@bilkent.edu.tr,1234,student,EE
stu169,Felicia Martin,felicia.martin@bilkent.edu.tr,1234,student,ME
stu170,Sadio Mané,sadio.mané@bilkent.edu.tr,1234,student,IE
stu171,Walter Hernandez,walter.hernandez@bilkent.edu.tr,1234,student,CS
stu172,Julie Manning,julie.manning@bilkent.edu.tr,1234,student,CS
stu173,Tammy Peterson,tammy.peterson@bilkent.edu.tr,1234,student,ME
stu174,Virgil van Dijk,virgil.van.dijk@bilkent.edu.tr,1234,student,CS
stu175,James Taylor,james.taylor@bilkent.edu.tr,1234,student,CS
stu176,Stacey Michael,stacey.michael@bilkent.edu.tr,1234,student,IE
stu177,Heather Hamilton,heather.hamilton@bilkent.edu.tr,1234,student,CS
stu178,Ann Cannon,ann.cannon@bilkent.edu.tr,1234,student,IE
stu179,Robert Lewis,robert.lewis@bilkent.edu.tr,1234,student,ME
stu180,Sarah Martin,sarah.martin@bilkent.edu.tr,1234,student,CS
stu181,Melinda Morris,melinda.morris@bilkent.edu.tr,1234,student,CS
stu182,Richard Smith,richard.smith@bilkent.edu.tr,1234,student,IE
stu183,Robert Stanley,robert.stanley@bilkent.edu.tr,1234,student,ME
stu184,John Brown,john.brown@bilkent.edu.tr,1234,student,IE
stu185,Norma Evans,norma.evans@bilkent.edu.tr,1234,student,ME
stu186,David Barnett,david.barnett@bilkent.edu.tr,1234,student,IE
stu187,James Silva,james.silva@bilkent.edu.tr,1234,student,CS
stu188,Valentino Rossi,valentino.rossi@bilkent.edu.tr,1234,student,EE
stu189,Roger Williams,roger.williams@bilkent.edu.tr,1234,student,IE
stu190,William Leonard,william.leonard@bilkent.edu.tr,1234,student,IE
stu191,Lionel Messi,lionel.messi@bilkent.edu.tr,1234,student,ME
stu192,Jacqueline Jackson,jacqueline.jackson@bilkent.edu.tr,1234,student,ME
stu193,Leah Martin,leah.martin@bilkent.edu.tr,1234,student,ME
stu194,Romelu Lukaku,romelu.lukaku@bilkent.edu.tr,1234,student,CS
stu195,Marie Bruce,marie.bruce@bilkent.edu.tr,1234,student,IE
stu196,Lisa Wagner,lisa.wagner@bilkent.edu.tr,1234,student,ME
stu197,Antoine Griezmann,antoine.griezmann@bilkent.edu.tr,1234,student,CS
stu198,Penny Trevino,penny.trevino@bilkent.edu.tr,1234,student,IE
stu199,Larry Li,larry.li@bilkent.edu.tr,1234,student,CS
stu200,Melissa Reyes,melissa.reyes@bilkent.edu.tr,1234,student,EE
